user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	aa_percent	translation_table	red_value	warnings
PSE_00028	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA854;s__UBA854 sp002364485	GCA_002364485.1	95.0	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA854;s__UBA854 sp002364485	99.83	0.95	GCA_002364485.1	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA854;s__UBA854 sp002364485	99.83	0.95	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA854;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_002295885.1, s__UBA854 sp002295885, 95.0, 79.51, 0.58; GCA_002591705.1, s__UBA854 sp002591705, 95.0, 79.08, 0.47	89.82	11	N/A	N/A
PSE_00106	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Hyphomonas;s__Hyphomonas sp002700305	GCA_002700305.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Hyphomonas;s__Hyphomonas sp002700305	99.86	0.94	GCA_002700305.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Hyphomonas;s__Hyphomonas sp002700305	99.86	0.94	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Hyphomonas;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_000685215.1, s__Hyphomonas jannaschiana, 95.0, 90.35, 0.84; GCF_000685235.1, s__Hyphomonas adhaerens, 95.0, 86.48, 0.76; GCF_000682735.1, s__Hyphomonas sp000682735, 95.0, 85.72, 0.78; GCA_000961695.1, s__Hyphomonas sp000961695, 95.0, 82.41, 0.68; GCF_000682715.1, s__Hyphomonas atlantica, 95.0, 79.25, 0.34; GCF_000682755.1, s__Hyphomonas beringensis, 95.0, 79.17, 0.41; GCA_002414505.1, s__Hyphomonas sp002414505, 95.0, 79.13, 0.36; GCA_002695785.1, s__Hyphomonas sp002695785, 95.0, 78.86, 0.37; GCF_000682675.1, s__Hyphomonas sp000682675, 95.0, 78.73, 0.36; GCF_000682775.1, s__Hyphomonas sp000682775, 95.0, 78.51, 0.31; GCF_000685295.1, s__Hyphomonas oceanitis, 95.0, 78.31, 0.37; GCA_000961795.1, s__Hyphomonas sp000961795, 95.0, 78.29, 0.35; GCF_000685275.1, s__Hyphomonas johnsonii, 95.0, 78.26, 0.36; GCF_000682695.1, s__Hyphomonas chukchiensis, 95.0, 78.16, 0.39; GCA_001464545.1, s__Hyphomonas sp001464545, 95.0, 78.07, 0.31; GCA_003486945.1, s__Hyphomonas sp003486945, 95.0, 77.9, 0.26; GCF_000685315.1, s__Hyphomonas polymorpha, 95.0, 77.88, 0.32; GCA_002282565.1, s__Hyphomonas sp002282565, 95.0, 77.83, 0.25; GCF_000013025.1, s__Hyphomonas neptunium, 95.0, 77.6, 0.3; GCA_002841155.1, s__Hyphomonas sp002841155, 95.0, 77.56, 0.31	64.64	11	N/A	N/A
MED_00042	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__TMED109;f__TMED131;g__TMED62;s__TMED62 sp002170595	GCA_002170595.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__TMED109;f__TMED131;g__TMED62;s__TMED62 sp002170595	99.77	0.88	GCA_002170595.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__TMED109;f__TMED131;g__TMED62;s__TMED62 sp002170595	99.77	0.88	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__TMED109;f__TMED131;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	81.94	11	N/A	N/A
ION_00039	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UBA10066;g__MED-G20;s__MED-G20 sp002686655	GCA_002686655.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UBA10066;g__MED-G20;s__MED-G20 sp002686655	99.33	0.96	GCA_002686655.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UBA10066;g__MED-G20;s__MED-G20 sp002686655	99.33	0.96	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UBA10066;g__MED-G20;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_002457645.1, s__MED-G20 sp002457645, 95.0, 88.12, 0.54; GCA_002691605.1, s__MED-G20 sp002691605, 95.0, 79.12, 0.57; GCA_002713405.1, s__MED-G20 sp002713405, 95.0, 78.1, 0.43; GCA_002699745.1, s__MED-G20 sp002699745, 95.0, 77.61, 0.27	73.93	11	N/A	N/A
ANW_00017	d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptonemataceae;g__UBA3465;s__UBA3465 sp002730875	GCA_002730875.1	95.0	d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptonemataceae;g__UBA3465;s__UBA3465 sp002730875	99.99	1.0	GCA_002730875.1	d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptonemataceae;g__UBA3465;s__UBA3465 sp002730875	99.99	1.0	d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptonemataceae;g__UBA3465;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_002729885.1, s__UBA3465 sp002729885, 95.0, 78.74, 0.34; GCA_002717505.1, s__UBA3465 sp002717505, 95.0, 78.17, 0.31	90.48	11	N/A	N/A
PSE_00121	d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__UBA796;g__UBA796;s__UBA796 sp002348535	GCA_002348535.1	95.0	d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__UBA796;g__UBA796;s__UBA796 sp002348535	99.24	0.93	GCA_002348535.1	d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__UBA796;g__UBA796;s__UBA796 sp002348535	99.24	0.93	d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__UBA796;g__UBA796;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	46.11	11	N/A	N/A
IOS_00004	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA8366;f__UBA8366;g__GCA-002724395;s__GCA-002724395 sp002724395	GCA_002724395.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA8366;f__UBA8366;g__GCA-002724395;s__GCA-002724395 sp002724395	99.54	0.97	GCA_002724395.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA8366;f__UBA8366;g__GCA-002724395;s__GCA-002724395 sp002724395	99.54	0.97	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA8366;f__UBA8366;g__GCA-002724395;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_002715005.1, s__GCA-002724395 sp002715005, 95.0, 92.95, 0.94	95.28	11	N/A	N/A
PSE_00010	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Stappiaceae;g__Stappia;s__Stappia sp002709505	GCA_002709505.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Stappiaceae;g__Stappia;s__Stappia sp002709505	99.96	0.91	GCA_002709505.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Stappiaceae;g__Stappia;s__Stappia sp002709505	99.96	0.91	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Stappiaceae;g__Stappia;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_000423705.1, s__Stappia stellulata, 95.0, 87.85, 0.83; GCF_900105595.1, s__Stappia sp900105595, 95.0, 86.78, 0.81; GCF_001696535.1, s__Stappia indica, 95.0, 81.64, 0.61; GCA_900185725.1, s__Stappia sp900185725, 95.0, 81.56, 0.61; GCA_002722295.1, s__Stappia sp002722295, 95.0, 81.18, 0.5	96.05	11	N/A	N/A
MED_00125	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Defluviicoccales;f__UBA830;g__GCA-2689465;s__GCA-2689465 sp002689465	GCA_002689465.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Defluviicoccales;f__UBA830;g__GCA-2689465;s__GCA-2689465 sp002689465	99.85	0.74	GCA_002689465.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Defluviicoccales;f__UBA830;g__GCA-2689465;s__GCA-2689465 sp002689465	99.85	0.74	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Defluviicoccales;f__UBA830;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	69.05	11	N/A	N/A
RED_00006	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA8366;f__UBA8366;g__UBA6544;s__UBA6544 sp002724555	GCA_002724555.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA8366;f__UBA8366;g__UBA6544;s__UBA6544 sp002724555	99.9	0.81	GCA_002724555.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA8366;f__UBA8366;g__UBA6544;s__UBA6544 sp002724555	99.9	0.81	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA8366;f__UBA8366;g__UBA6544;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_002716125.1, s__UBA6544 sp002716125, 95.0, 77.08, 0.27	94.5	11	N/A	N/A
RED_00063	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA2965;s__UBA2965 sp002348385	GCA_002348385.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA2965;s__UBA2965 sp002348385	99.65	0.89	GCA_002348385.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA2965;s__UBA2965 sp002348385	99.65	0.89	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA2965;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	76.87	11	N/A	N/A
ION_00042	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__UBA2589;s__UBA2589 sp002348465	GCA_002348465.1	95.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__UBA2589;s__UBA2589 sp002348465	98.76	0.86	GCA_002348465.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__UBA2589;s__UBA2589 sp002348465	98.76	0.86	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__UBA2589;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_002348265.1, s__UBA2589 sp002348265, 95.0, 94.02, 0.89; GCA_002500925.1, s__UBA2589 sp002500925, 95.0, 92.09, 0.88; GCA_002390225.1, s__UBA2589 sp002390225, 95.0, 77.2, 0.11	65.83	11	N/A	N/A
ION_00014	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Saccharospirillaceae;g__UBA2009;s__UBA2009 sp002706025	GCA_002706025.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Saccharospirillaceae;g__UBA2009;s__UBA2009 sp002706025	98.03	0.89	GCA_002706025.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Saccharospirillaceae;g__UBA2009;s__UBA2009 sp002706025	98.03	0.89	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Saccharospirillaceae;g__UBA2009;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_002314145.1, s__UBA2009 sp002314145, 95.0, 81.59, 0.63; GCA_002335285.1, s__UBA2009 sp002335285, 95.0, 79.46, 0.37; GCA_002733205.1, s__UBA2009 sp002733205, 95.0, 79.42, 0.33	95.93	11	N/A	N/A
PSW_00082	d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__UBA1135;g__GCA-2705055;s__GCA-2705055 sp002705055	GCA_002705055.1	95.0	d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__UBA1135;g__GCA-2705055;s__GCA-2705055 sp002705055	99.97	0.98	GCA_002705055.1	d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__UBA1135;g__GCA-2705055;s__GCA-2705055 sp002705055	99.97	0.98	d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__UBA1135;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	63.49	11	N/A	N/A
RED_00032	d__Bacteria;p__Myxococcota;c__UBA796;o__UBA9615;f__UBA9615;g__GCA-2724675;s__GCA-2724675 sp002724675	GCA_002724675.1	95.0	d__Bacteria;p__Myxococcota;c__UBA796;o__UBA9615;f__UBA9615;g__GCA-2724675;s__GCA-2724675 sp002724675	99.91	0.93	GCA_002724675.1	d__Bacteria;p__Myxococcota;c__UBA796;o__UBA9615;f__UBA9615;g__GCA-2724675;s__GCA-2724675 sp002724675	99.91	0.93	d__Bacteria;p__Myxococcota;c__UBA796;o__UBA9615;f__UBA9615;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	79.09	11	N/A	N/A
PSW_00065	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Muricauda_A;s__Muricauda_A lutaonensis	GCF_000963865.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Muricauda_A;s__Muricauda_A lutaonensis	97.65	0.85	GCF_000963865.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Muricauda_A;s__Muricauda_A lutaonensis	97.65	0.85	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	81.85	11	N/A	N/A
RED_00110	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA6615;f__UBA6615;g__UBA6615;s__UBA6615 sp002937505	GCA_002937505.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA6615;f__UBA6615;g__UBA6615;s__UBA6615 sp002937505	99.74	0.98	GCA_002937505.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA6615;f__UBA6615;g__UBA6615;s__UBA6615 sp002937505	99.74	0.98	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA6615;f__UBA6615;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	73.41	11	N/A	N/A
PSE_00053	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__UBA10364;s__UBA10364 sp003545085	GCA_003545085.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__UBA10364;s__UBA10364 sp003545085	99.75	0.71	GCA_003545085.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__UBA10364;s__UBA10364 sp003545085	99.75	0.71	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__UBA10364;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_002430755.1, s__UBA10364 sp002430755, 95.0, 84.13, 0.64; GCA_003455605.1, s__UBA10364 sp003455605, 95.0, 79.35, 0.22; GCA_003445735.1, s__UBA10364 sp003445735, 95.0, 79.04, 0.19; GCA_002378005.1, s__UBA10364 sp002378005, 95.0, 78.9, 0.22; GCA_002685435.1, s__UBA10364 sp002685435, 95.0, 78.72, 0.15; GCA_003023665.1, s__UBA10364 sp003023665, 95.0, 78.36, 0.25; GCA_003045825.1, s__UBA10364 sp003045825, 95.0, 77.96, 0.21; GCA_002387615.1, s__UBA10364 sp002387615, 95.0, 77.9, 0.16; GCA_002707525.1, s__UBA10364 sp002707525, 95.0, 77.83, 0.23	73.0	11	N/A	N/A
RED_00075	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SAR202;f__GCA-002723415;g__GCA-002723415;s__GCA-002723415 sp002723415	GCA_002723415.1	95.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SAR202;f__GCA-002723415;g__GCA-002723415;s__GCA-002723415 sp002723415	99.38	0.92	GCA_002723415.1	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SAR202;f__GCA-002723415;g__GCA-002723415;s__GCA-002723415 sp002723415	99.38	0.92	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SAR202;f__GCA-002723415;g__GCA-002723415;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_002721445.1, s__GCA-002723415 sp002721445, 95.0, 84.26, 0.87	54.74	11	N/A	N/A
PSE_00022	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__GCA-2722315;s__GCA-2722315 sp002722315	GCA_002722315.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__GCA-2722315;s__GCA-2722315 sp002722315	99.84	0.88	GCA_002722315.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__GCA-2722315;s__GCA-2722315 sp002722315	99.84	0.88	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	92.82	11	N/A	N/A
PSE_00016	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Tistrellales;f__Tistrellaceae;g__Tistrella;s__Tistrella mobilis	GCF_000264455.2	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Tistrellales;f__Tistrellaceae;g__Tistrella;s__Tistrella mobilis	96.07	0.92	GCF_000264455.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Tistrellales;f__Tistrellaceae;g__Tistrella;s__Tistrella mobilis	96.07	0.92	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	97.72	11	N/A	N/A
MED_00128	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__DEV007;g__EC70;s__EC70 sp002705125	GCA_002705125.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__DEV007;g__EC70;s__EC70 sp002705125	98.44	0.8	GCA_002705125.1	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__DEV007;g__EC70;s__EC70 sp002705125	98.44	0.8	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__DEV007;g__EC70;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_002712205.1, s__EC70 sp002712205, 95.0, 86.2, 0.52; GCA_002731805.1, s__EC70 sp002731805, 95.0, 85.56, 0.49; GCA_002684575.1, s__EC70 sp002684575, 95.0, 77.96, 0.25; GCA_002696885.1, s__EC70 sp002696885, 95.0, 76.98, 0.12; GCA_002708885.1, s__EC70 sp002708885, 95.0, 76.51, 0.11	54.05	11	N/A	N/A
ANE_00048	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA4486;f__UBA4486;g__UBA11869;s__UBA11869 sp002698845	GCA_002698845.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA4486;f__UBA4486;g__UBA11869;s__UBA11869 sp002698845	99.2	0.78	GCA_002698845.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA4486;f__UBA4486;g__UBA11869;s__UBA11869 sp002698845	99.2	0.78	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA4486;f__UBA4486;g__UBA11869;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_002692205.1, s__UBA11869 sp002692205, 95.0, 79.35, 0.59; GCA_002721165.1, s__UBA11869 sp002721165, 95.0, 78.3, 0.34	73.17	11	N/A	N/A
PSW_00028	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Alkalispirochaetaceae;g__Alkalispirochaeta;s__Alkalispirochaeta sp002313505	GCA_002313505.1	95.0	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Alkalispirochaetaceae;g__Alkalispirochaeta;s__Alkalispirochaeta sp002313505	99.87	0.96	GCA_002313505.1	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Alkalispirochaetaceae;g__Alkalispirochaeta;s__Alkalispirochaeta sp002313505	99.87	0.96	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Alkalispirochaetaceae;g__Alkalispirochaeta;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_000373545.1, s__Alkalispirochaeta alkalica, 95.0, 76.81, 0.1; GCF_900156105.1, s__Alkalispirochaeta americana, 95.0, 76.39, 0.07	91.37	11	N/A	N/A
ANW_00048	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__BACL11;g__UBA8444;s__UBA8444 sp002714805	GCA_002714805.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__BACL11;g__UBA8444;s__UBA8444 sp002714805	97.68	0.9	GCA_002714805.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__BACL11;g__UBA8444;s__UBA8444 sp002714805	97.68	0.9	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__BACL11;g__UBA8444;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_003454845.1, s__UBA8444 sp003454845, 95.0, 83.99, 0.44	58.93	11	N/A	N/A
ANW_00011	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Thioclava;s__Thioclava sediminum	GCF_002020355.1	96.25	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Thioclava;s__Thioclava sediminum	96.47	0.92	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Thioclava;s__	ANI/Placement	topological placement and ANI have incongruent species assignments	GCF_002085925.1, s__Thioclava electrotropha, 96.25, 96.17, 0.91; GCF_002563775.1, s__Thioclava sp002563775, 95.04, 94.93, 0.84; GCF_001940525.2, s__Thioclava nitratireducens, 95.0, 91.55, 0.82; GCF_000714535.1, s__Thioclava pacifica, 95.0, 85.34, 0.67; GCF_002020135.1, s__Thioclava marina, 95.0, 85.11, 0.67; GCF_000737065.1, s__Thioclava atlantica, 95.0, 84.78, 0.68; GCF_000715505.1, s__Thioclava dalianensis, 95.0, 81.65, 0.56; GCF_002358085.1, s__Thioclava arenosa, 95.0, 80.9, 0.58; GCF_000714545.1, s__Thioclava indica, 95.0, 80.09, 0.51; GCF_001705665.1, s__Thioclava sp001705665, 95.0, 77.13, 0.14	96.9	11	N/A	N/A
ASW_00018	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA952;s__UBA952 sp002480215	GCA_002480215.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA952;s__UBA952 sp002480215	99.6	0.83	GCA_002480215.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA952;s__UBA952 sp002480215	99.6	0.83	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA952;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_002683585.1, s__UBA952 sp002683585, 95.0, 87.79, 0.61; GCA_002167775.1, s__UBA952 sp002167775, 95.0, 87.42, 0.84	81.73	11	N/A	N/A
PSE_00035	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Cobetia;s__Cobetia amphilecti	GCF_000754225.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Cobetia;s__Cobetia amphilecti	97.33	0.92	GCF_000754225.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Cobetia;s__Cobetia amphilecti	97.33	0.92	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Cobetia;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_001720485.1, s__Cobetia marina, 95.0, 88.63, 0.93; GCF_000591415.1, s__Cobetia crustatorum, 95.0, 84.21, 0.77	87.98	11	N/A	N/A
RED_00031	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA6926;f__UBA6926;g__UBA6926;s__UBA6926 sp002450835	GCA_002450835.1	95.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA6926;f__UBA6926;g__UBA6926;s__UBA6926 sp002450835	98.51	0.91	GCA_002450835.1	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA6926;f__UBA6926;g__UBA6926;s__UBA6926 sp002450835	98.51	0.91	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__;f__;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	91.09	11	N/A	N/A
PON_00029	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__SW10;s__SW10 sp002729295	GCA_002729295.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__SW10;s__SW10 sp002729295	99.39	0.78	GCA_002729295.1	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__SW10;s__SW10 sp002729295	99.39	0.78	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__SW10;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_002172625.1, s__SW10 sp002172625, 95.0, 93.47, 0.7; GCA_002420315.1, s__SW10 sp002420315, 95.0, 78.66, 0.08; GCA_002323895.1, s__SW10 sp002323895, 95.0, 77.52, 0.08	75.97	11	N/A	N/A
